GIN_deterministic_semi_single_Cora_1,0.8775,0.805,0.896578166906636,0.9295774647887324,0.66,0.975
labels_GIN_deterministic_semi_single_Cora_1,0.8284054588939066,0.58,0.5749517625855651,0.6629272405668218,0.58,0.5363166063944708
GIN_deterministic_semi_single_CiteSeer_1,0.9448000000000001,0.83,0.9497002033783221,0.9230769230769231,0.72,1.0
labels_GIN_deterministic_semi_single_CiteSeer_1,0.9243299346225266,0.82,0.7974441039418311,0.8200577480490524,0.82,0.7718860792743613
GIN_deterministic_semi_single_photos_1,0.9515,0.84,0.9343240516570539,0.9473684210526315,0.72,0.95
labels_GIN_deterministic_semi_single_photos_1,0.9426096867997166,0.715,0.792816802486907,0.8175168219461697,0.715,0.7223628881541115
GIN_deterministic_semi_single_CiteSeer_1,0.9448000000000001,0.83,0.9497002033783221,0.9230769230769231,0.72,1.0
labels_GIN_deterministic_semi_single_CiteSeer_1,0.9243299346225266,0.82,0.7974441039418311,0.8200577480490524,0.82,0.7718860792743613
GIN_deterministic_semi_multi_Cora_1,0.4665310802344189,0.5,0.5622136440351692,0.5,1.0,0.4473666112454145
labels_GIN_deterministic_semi_multi_Cora_1,0.5060623502853876,0.23637154385058207,nan,0.25972345479766623,0.23637154385058207,0.1674692266641487
GIN_deterministic_semi_multi_Cora_1,0.7464434900858055,0.5,0.7705510120884572,0.5,1.0,0.7581195861271927
labels_GIN_deterministic_semi_multi_Cora_1,0.7058995524264822,0.5723238029462054,nan,0.6443352610417041,0.5723238029462054,0.4971784572360004
GIN_deterministic_semi_single_photos_0,0.4628,0.445,0.5291152162360747,0.45217391304347826,0.52,0.45
labels_GIN_deterministic_semi_single_photos_0,0.8162630108147237,0.375,0.4075884901696461,0.4677460095256167,0.375,0.24388558554712647
GIN_deterministic_semi_multi_photos_0,0.6840231668601598,0.5,0.6707275399418041,0.5,1.0,0.6221558041787023
labels_GIN_deterministic_semi_multi_photos_0,0.7583705925573629,0.3734704190375697,nan,0.510430978166681,0.3734704190375697,0.22599752911139426
GIN_deterministic_semi_single_Cora_0,0.4587,0.46,0.4618113163527302,0.25,0.04,0.25
labels_GIN_deterministic_semi_single_Cora_0,0.6377132689163626,0.19,0.3032182982226458,0.10676322043969103,0.19,0.19515991455539397
GIN_deterministic_semi_multi_Cora_0,0.5008551626987023,0.5,0.54644701883773,0.5,1.0,0.473572434214422
labels_GIN_deterministic_semi_multi_Cora_0,0.569692946960414,0.2576449149698593,nan,0.19277975687846538,0.2576449149698593,0.19728388871515534
GIN_deterministic_semi_single_CiteSeer_0,0.3675,0.43,0.40520039856606715,0.4270833333333333,0.41,0.25
labels_GIN_deterministic_semi_single_CiteSeer_0,0.9303711219408607,0.805,0.8275043111848371,0.81622877694388,0.805,0.7821265859044993
GIN_deterministic_semi_multi_CiteSeer_0,0.47019360375191405,0.5,0.5459490683190281,0.5,1.0,0.3015358252858253
